user_id,pred_date
43410,2017-04-01
62996,2017-04-01
2906,2017-04-01
39962,2017-04-01
43823,2017-04-01
13479,2017-04-01
81273,2017-04-01
69262,2017-04-01
54826,2017-04-01
60617,2017-04-01
4092,2017-04-01
991,2017-04-01
75029,2017-04-01
77066,2017-04-01
13630,2017-04-01
45280,2017-04-01
20775,2017-04-01
66347,2017-04-01
32199,2017-04-01
84290,2017-04-01
65371,2017-04-01
68476,2017-04-01
89655,2017-04-01
19665,2017-04-01
22010,2017-04-01
33091,2017-04-01
84988,2017-04-01
32509,2017-04-01
9848,2017-04-01
71638,2017-04-01
37800,2017-04-01
85869,2017-04-01
79552,2017-04-01
82575,2017-04-01
46458,2017-04-01
28159,2017-04-01
64156,2017-04-01
69134,2017-04-01
69529,2017-04-01
66547,2017-04-01
51007,2017-04-01
79667,2017-04-01
65500,2017-04-01
38427,2017-04-01
66061,2017-04-01
59594,2017-04-01
84465,2017-04-01
96080,2017-04-01
26638,2017-04-01
3861,2017-04-01
80614,2017-04-01
97000,2017-04-01
65868,2017-04-01
65626,2017-04-01
44542,2017-04-01
63239,2017-04-01
36163,2017-04-01
52634,2017-04-01
21737,2017-04-01
84602,2017-04-01
46098,2017-04-01
2549,2017-04-01
9439,2017-04-01
65736,2017-04-01
49295,2017-04-01
30817,2017-04-01
17601,2017-04-01
72412,2017-04-01
72913,2017-04-01
82040,2017-04-01
30906,2017-04-01
92236,2017-04-01
39464,2017-04-01
41934,2017-04-01
75200,2017-04-01
97857,2017-04-01
80299,2017-04-01
8800,2017-04-01
30365,2017-04-01
2802,2017-04-01
16047,2017-04-01
45547,2017-04-01
80104,2017-04-01
52351,2017-04-01
29676,2017-04-01
27257,2017-04-01
95410,2017-04-01
95641,2017-04-01
81411,2017-04-01
23531,2017-04-01
84276,2017-04-01
57957,2017-04-01
57138,2017-04-01
39897,2017-04-01
10786,2017-04-01
68635,2017-04-01
53436,2017-04-01
27922,2017-04-01
38528,2017-04-01
40961,2017-04-01
16807,2017-04-01
36079,2017-04-01
87938,2017-04-01
67217,2017-04-01
12189,2017-04-01
72608,2017-04-01
39154,2017-04-01
22910,2017-04-01
63484,2017-04-01
3935,2017-04-01
26347,2017-04-01
31265,2017-04-01
75317,2017-04-01
45793,2017-04-01
51832,2017-04-01
23388,2017-04-01
30809,2017-04-01
73883,2017-04-01
11541,2017-04-01
30189,2017-04-01
68168,2017-04-01
96039,2017-04-01
14316,2017-04-01
72722,2017-04-01
4090,2017-04-01
13749,2017-04-01
20777,2017-04-01
37436,2017-04-01
81201,2017-04-01
37925,2017-04-01
49679,2017-04-01
94880,2017-04-01
28782,2017-04-01
35563,2017-04-01
75362,2017-04-01
91170,2017-04-01
95301,2017-04-01
55953,2017-04-01
16619,2017-04-01
17464,2017-04-01
6522,2017-04-01
59429,2017-04-01
80542,2017-04-01
443,2017-04-01
66841,2017-04-01
57219,2017-04-01
66623,2017-04-01
81412,2017-04-01
37503,2017-04-01
9353,2017-04-01
9857,2017-04-01
4283,2017-04-01
47945,2017-04-01
13131,2017-04-01
40543,2017-04-01
81545,2017-04-01
56220,2017-04-01
44782,2017-04-01
30901,2017-04-01
36872,2017-04-01
40783,2017-04-01
5378,2017-04-01
56906,2017-04-01
68644,2017-04-01
82839,2017-04-01
98395,2017-04-01
50891,2017-04-01
71602,2017-04-01
13036,2017-04-01
47301,2017-04-01
47774,2017-04-01
88368,2017-04-01
41253,2017-04-01
72171,2017-04-01
54209,2017-04-01
75413,2017-04-01
58867,2017-04-01
55116,2017-04-01
75770,2017-04-01
47346,2017-04-01
30735,2017-04-01
22348,2017-04-01
66862,2017-04-01
22942,2017-04-01
25342,2017-04-01
31782,2017-04-01
83287,2017-04-01
90491,2017-04-01
15566,2017-04-01
81109,2017-04-01
65879,2017-04-01
68921,2017-04-01
38448,2017-04-01
46296,2017-04-01
38780,2017-04-01
80843,2017-04-01
87162,2017-04-01
36912,2017-04-01
96614,2017-04-01
40866,2017-04-01
10310,2017-04-01
77648,2017-04-01
45566,2017-04-01
38244,2017-04-01
39901,2017-04-01
64577,2017-04-01
36736,2017-04-01
57411,2017-04-01
78892,2017-04-01
20747,2017-04-01
9953,2017-04-01
45611,2017-04-01
54185,2017-04-01
27000,2017-04-01
27588,2017-04-01
7992,2017-04-01
42547,2017-04-01
49783,2017-04-01
90486,2017-04-01
15199,2017-04-01
10483,2017-04-01
3365,2017-04-01
77550,2017-04-01
61627,2017-04-01
10744,2017-04-01
98467,2017-04-01
79920,2017-04-01
32909,2017-04-01
1718,2017-04-01
46649,2017-04-01
42366,2017-04-01
53693,2017-04-01
44327,2017-04-01
75040,2017-04-01
90100,2017-04-01
51552,2017-04-01
24836,2017-04-01
36887,2017-04-01
53578,2017-04-01
82949,2017-04-01
17581,2017-04-01
2508,2017-04-01
36410,2017-04-01
77006,2017-04-01
18657,2017-04-01
23875,2017-04-01
28371,2017-04-01
72898,2017-04-01
51003,2017-04-01
37970,2017-04-01
18414,2017-04-01
83453,2017-04-01
92477,2017-04-01
9883,2017-04-01
5749,2017-04-01
67976,2017-04-01
47680,2017-04-01
35037,2017-04-01
56245,2017-04-01
55846,2017-04-01
60585,2017-04-01
28414,2017-04-01
78798,2017-04-01
91734,2017-04-01
42975,2017-04-01
91837,2017-04-01
16989,2017-04-01
87571,2017-04-01
67314,2017-04-01
24755,2017-04-01
78023,2017-04-01
32768,2017-04-01
51235,2017-04-01
44046,2017-04-01
68848,2017-04-01
97413,2017-04-01
42503,2017-04-01
36971,2017-04-01
39068,2017-04-01
21334,2017-04-01
42095,2017-04-01
77695,2017-04-01
90267,2017-04-01
96511,2017-04-01
7660,2017-04-01
14084,2017-04-01
17760,2017-04-01
8675,2017-04-01
89124,2017-04-01
54979,2017-04-01
51930,2017-04-01
94570,2017-04-01
85314,2017-04-01
50225,2017-04-01
52919,2017-04-01
47679,2017-04-01
76948,2017-04-01
90465,2017-04-01
31749,2017-04-01
28995,2017-04-01
28694,2017-04-01
14309,2017-04-01
32620,2017-04-01
53316,2017-04-01
27088,2017-04-01
9715,2017-04-01
29715,2017-04-01
68647,2017-04-01
15376,2017-04-01
88314,2017-04-01
12392,2017-04-01
92570,2017-04-01
44823,2017-04-01
5286,2017-04-01
97617,2017-04-01
95276,2017-04-01
59063,2017-04-01
61624,2017-04-01
80235,2017-04-01
81403,2017-04-01
85874,2017-04-01
39698,2017-04-01
26345,2017-04-01
65,2017-04-01
78237,2017-04-01
78155,2017-04-01
59382,2017-04-01
3688,2017-04-01
12256,2017-04-01
54004,2017-04-01
18857,2017-04-01
11326,2017-04-01
10875,2017-04-01
61168,2017-04-01
82563,2017-04-01
97332,2017-04-01
67233,2017-04-01
54707,2017-04-01
71508,2017-04-01
37960,2017-04-01
29625,2017-04-01
51614,2017-04-01
33122,2017-04-01
69965,2017-04-01
63593,2017-04-01
77484,2017-04-01
54844,2017-04-01
95090,2017-04-01
79938,2017-04-01
49491,2017-04-01
10735,2017-04-01
77350,2017-04-01
90178,2017-04-01
4022,2017-04-01
35545,2017-04-01
63784,2017-04-01
90701,2017-04-01
68107,2017-04-01
28726,2017-04-01
90797,2017-04-01
38933,2017-04-01
13432,2017-04-01
39387,2017-04-01
68105,2017-04-01
24722,2017-04-01
18930,2017-04-01
91062,2017-04-01
65444,2017-04-01
25453,2017-04-01
51188,2017-04-01
62448,2017-04-01
63229,2017-04-01
15971,2017-04-01
90557,2017-04-01
60365,2017-04-01
25370,2017-04-01
39226,2017-04-01
22163,2017-04-01
55720,2017-04-01
62942,2017-04-01
13368,2017-04-01
72005,2017-04-01
14516,2017-04-01
61187,2017-04-01
81591,2017-04-01
36200,2017-04-01
92850,2017-04-01
10856,2017-04-01
65669,2017-04-01
85181,2017-04-01
1373,2017-04-01
46402,2017-04-01
64605,2017-04-01
34710,2017-04-01
58721,2017-04-01
97643,2017-04-01
28916,2017-04-01
47123,2017-04-01
97922,2017-04-01
2535,2017-04-01
53440,2017-04-01
10173,2017-04-01
94357,2017-04-01
64448,2017-04-01
79498,2017-04-01
68743,2017-04-01
7778,2017-04-01
85317,2017-04-01
51958,2017-04-01
57464,2017-04-01
46809,2017-04-01
13571,2017-04-01
83420,2017-04-01
77325,2017-04-01
22501,2017-04-01
12578,2017-04-01
83938,2017-04-01
34212,2017-04-01
23720,2017-04-01
73957,2017-04-01
11,2017-04-01
91952,2017-04-01
16415,2017-04-01
97401,2017-04-01
20443,2017-04-01
77321,2017-04-01
52822,2017-04-01
52801,2017-04-01
6209,2017-04-01
92140,2017-04-01
43663,2017-04-01
29942,2017-04-01
90433,2017-04-01
47205,2017-04-01
33996,2017-04-01
19086,2017-04-01
21235,2017-04-01
46112,2017-04-01
97119,2017-04-01
62264,2017-04-01
95050,2017-04-01
82724,2017-04-01
88080,2017-04-01
56646,2017-04-01
89730,2017-04-01
55790,2017-04-01
16660,2017-04-01
8036,2017-04-01
84891,2017-04-01
28652,2017-04-01
1259,2017-04-01
55162,2017-04-01
67191,2017-04-01
81604,2017-04-01
64209,2017-04-01
65198,2017-04-01
8987,2017-04-01
68411,2017-04-01
23264,2017-04-01
88324,2017-04-01
13261,2017-04-01
98324,2017-04-01
20423,2017-04-01
24585,2017-04-01
12211,2017-04-01
41523,2017-04-01
25735,2017-04-01
96301,2017-04-01
5121,2017-04-01
35702,2017-04-01
40004,2017-04-01
35633,2017-04-01
65848,2017-04-01
74761,2017-04-01
79479,2017-04-01
36384,2017-04-01
585,2017-04-01
43581,2017-04-01
95978,2017-04-01
92771,2017-04-01
27372,2017-04-01
40426,2017-04-01
57671,2017-04-01
97382,2017-04-01
52095,2017-04-01
62581,2017-04-01
35465,2017-04-01
15318,2017-04-01
42122,2017-04-01
32642,2017-04-01
52980,2017-04-01
55345,2017-04-01
26035,2017-04-01
55272,2017-04-01
18914,2017-04-01
54031,2017-04-01
73198,2017-04-01
47616,2017-04-01
92260,2017-04-01
2478,2017-04-01
17308,2017-04-01
73926,2017-04-01
94625,2017-04-01
31785,2017-04-01
55066,2017-04-01
62,2017-04-01
67666,2017-04-01
22633,2017-04-01
975,2017-04-01
15326,2017-04-01
46378,2017-04-01
17986,2017-04-01
87179,2017-04-01
56690,2017-04-01
59521,2017-04-01
34230,2017-04-01
98880,2017-04-01
69719,2017-04-01
3194,2017-04-01
69857,2017-04-01
11389,2017-04-01
17828,2017-04-01
92712,2017-04-01
96515,2017-04-01
89417,2017-04-01
60354,2017-04-01
67458,2017-04-01
33771,2017-04-01
8260,2017-04-01
52591,2017-04-01
77470,2017-04-01
38412,2017-04-01
13447,2017-04-01
70168,2017-04-01
19415,2017-04-01
43532,2017-04-01
64620,2017-04-01
41089,2017-04-01
18435,2017-04-01
55078,2017-04-01
47305,2017-04-01
18101,2017-04-01
97044,2017-04-01
54424,2017-04-01
13680,2017-04-01
68029,2017-04-01
55405,2017-04-01
19488,2017-04-01
35423,2017-04-01
45791,2017-04-01
33503,2017-04-01
893,2017-04-01
60918,2017-04-01
40098,2017-04-01
70976,2017-04-01
56774,2017-04-01
72372,2017-04-01
96456,2017-04-01
66718,2017-04-01
61999,2017-04-01
33034,2017-04-01
15621,2017-04-01
79146,2017-04-01
73448,2017-04-01
50738,2017-04-01
15447,2017-04-01
20601,2017-04-01
28537,2017-04-01
25156,2017-04-01
69931,2017-04-01
15323,2017-04-01
21782,2017-04-01
78105,2017-04-01
71679,2017-04-01
83416,2017-04-01
71127,2017-04-01
97963,2017-04-01
70023,2017-04-01
76231,2017-04-01
66033,2017-04-01
30011,2017-04-01
51434,2017-04-01
22003,2017-04-01
52808,2017-04-01
93056,2017-04-01
92716,2017-04-01
28076,2017-04-01
19671,2017-04-01
8910,2017-04-01
92660,2017-04-01
10738,2017-04-01
97141,2017-04-01
46150,2017-04-01
44501,2017-04-01
20954,2017-04-01
22780,2017-04-01
74968,2017-04-01
33124,2017-04-01
78364,2017-04-01
68276,2017-04-01
1710,2017-04-01
43135,2017-04-01
86188,2017-04-01
66761,2017-04-01
57962,2017-04-01
2261,2017-04-01
87661,2017-04-01
66984,2017-04-01
88192,2017-04-01
63238,2017-04-01
93211,2017-04-01
21524,2017-04-01
18089,2017-04-01
64816,2017-04-01
55816,2017-04-01
64746,2017-04-01
80514,2017-04-01
13545,2017-04-01
84657,2017-04-01
24864,2017-04-01
28843,2017-04-01
26497,2017-04-01
11558,2017-04-01
36665,2017-04-01
6008,2017-04-01
51095,2017-04-01
89389,2017-04-01
46626,2017-04-01
19454,2017-04-01
54488,2017-04-01
95721,2017-04-01
41888,2017-04-01
92755,2017-04-01
19288,2017-04-01
23595,2017-04-01
65655,2017-04-01
38037,2017-04-01
16970,2017-04-01
71789,2017-04-01
8460,2017-04-01
3329,2017-04-01
545,2017-04-01
94321,2017-04-01
84501,2017-04-01
65190,2017-04-01
78286,2017-04-01
68669,2017-04-01
42331,2017-04-01
85961,2017-04-01
773,2017-04-01
42345,2017-04-01
45167,2017-04-01
65792,2017-04-01
75436,2017-04-01
92183,2017-04-01
7701,2017-04-01
31947,2017-04-01
88242,2017-04-01
26902,2017-04-01
7524,2017-04-01
48534,2017-04-01
62107,2017-04-01
57087,2017-04-01
64298,2017-04-01
90699,2017-04-01
61587,2017-04-01
38624,2017-04-01
28988,2017-04-01
35788,2017-04-01
89590,2017-04-01
95818,2017-04-01
41190,2017-04-01
62683,2017-04-01
53727,2017-04-01
90676,2017-04-01
22666,2017-04-01
54685,2017-04-01
73091,2017-04-01
44835,2017-04-01
81712,2017-04-01
80284,2017-04-01
27357,2017-04-01
81590,2017-04-01
74100,2017-04-01
84396,2017-04-01
60599,2017-04-01
66223,2017-04-01
3622,2017-04-01
16746,2017-04-01
22166,2017-04-01
46361,2017-04-01
45371,2017-04-01
93698,2017-04-01
16897,2017-04-01
73337,2017-04-01
84348,2017-04-01
22917,2017-04-01
48687,2017-04-01
12422,2017-04-01
53012,2017-04-01
87089,2017-04-01
86967,2017-04-01
72408,2017-04-01
35255,2017-04-01
60019,2017-04-01
15778,2017-04-01
17232,2017-04-01
70453,2017-04-01
25637,2017-04-01
30731,2017-04-01
62063,2017-04-01
25887,2017-04-01
32836,2017-04-01
12304,2017-04-01
4792,2017-04-01
36191,2017-04-01
18540,2017-04-01
90860,2017-04-01
92624,2017-04-01
68747,2017-04-01
11357,2017-04-01
52550,2017-04-01
81455,2017-04-01
41152,2017-04-01
29766,2017-04-01
97021,2017-04-01
42713,2017-04-01
82608,2017-04-01
13420,2017-04-01
71586,2017-04-01
2020,2017-04-01
97406,2017-04-01
57101,2017-04-01
53076,2017-04-01
53470,2017-04-01
88968,2017-04-01
26728,2017-04-01
26463,2017-04-01
23540,2017-04-01
84556,2017-04-01
68306,2017-04-01
49225,2017-04-01
98401,2017-04-01
48131,2017-04-01
93448,2017-04-01
22164,2017-04-01
28189,2017-04-01
86695,2017-04-01
60853,2017-04-01
64902,2017-04-01
78741,2017-04-01
31564,2017-04-01
68396,2017-04-01
39997,2017-04-01
79404,2017-04-01
42720,2017-04-01
94455,2017-04-01
6112,2017-04-01
25299,2017-04-01
69329,2017-04-01
39564,2017-04-01
3981,2017-04-01
27160,2017-04-01
86463,2017-04-01
56061,2017-04-01
60275,2017-04-01
67804,2017-04-01
94795,2017-04-01
90234,2017-04-01
22022,2017-04-01
68753,2017-04-01
27611,2017-04-01
34660,2017-04-01
63248,2017-04-01
64338,2017-04-01
69394,2017-04-01
14718,2017-04-01
79625,2017-04-01
88736,2017-04-01
63660,2017-04-01
63203,2017-04-01
98474,2017-04-01
43454,2017-04-01
77877,2017-04-01
83737,2017-04-01
92313,2017-04-01
83556,2017-04-01
32336,2017-04-01
20088,2017-04-01
6939,2017-04-01
61618,2017-04-01
33974,2017-04-01
77309,2017-04-01
6014,2017-04-01
90290,2017-04-01
33448,2017-04-01
86304,2017-04-01
88191,2017-04-01
12429,2017-04-01
80873,2017-04-01
55001,2017-04-01
95009,2017-04-01
79238,2017-04-01
28778,2017-04-01
71544,2017-04-01
982,2017-04-01
72459,2017-04-01
38374,2017-04-01
45856,2017-04-01
94663,2017-04-01
45288,2017-04-01
5505,2017-04-01
65053,2017-04-01
74291,2017-04-01
25650,2017-04-01
96968,2017-04-01
32883,2017-04-01
7224,2017-04-01
20766,2017-04-01
28180,2017-04-01
556,2017-04-01
49016,2017-04-01
25437,2017-04-01
64624,2017-04-01
30321,2017-04-01
96225,2017-04-01
4840,2017-04-01
87748,2017-04-01
3822,2017-04-01
25141,2017-04-01
39300,2017-04-01
31181,2017-04-01
67208,2017-04-01
68584,2017-04-01
26669,2017-04-01
88380,2017-04-01
36217,2017-04-01
51370,2017-04-01
70891,2017-04-01
94226,2017-04-01
73094,2017-04-01
31239,2017-04-01
93466,2017-04-01
31984,2017-04-01
95793,2017-04-01
22924,2017-04-01
44456,2017-04-01
52015,2017-04-01
38358,2017-04-01
10078,2017-04-01
31330,2017-04-01
10843,2017-04-01
28986,2017-04-01
77797,2017-04-01
38034,2017-04-01
56174,2017-04-01
94303,2017-04-01
53496,2017-04-01
30824,2017-04-01
90523,2017-04-01
47535,2017-04-01
92551,2017-04-01
27928,2017-04-01
29207,2017-04-01
31090,2017-04-01
372,2017-04-01
13450,2017-04-01
24437,2017-04-01
11419,2017-04-01
37362,2017-04-01
12485,2017-04-01
21389,2017-04-01
54691,2017-04-01
59140,2017-04-01
30804,2017-04-01
84970,2017-04-01
19145,2017-04-01
95000,2017-04-01
63190,2017-04-01
81831,2017-04-01
37333,2017-04-01
94240,2017-04-01
54184,2017-04-01
63634,2017-04-01
97451,2017-04-01
3265,2017-04-01
65470,2017-04-01
59193,2017-04-01
90295,2017-04-01
88063,2017-04-01
74972,2017-04-01
38613,2017-04-01
94939,2017-04-01
72078,2017-04-01
73327,2017-04-01
69497,2017-04-01
94457,2017-04-01
45171,2017-04-01
83221,2017-04-01
12503,2017-04-01
4453,2017-04-01
54551,2017-04-01
37264,2017-04-01
17731,2017-04-01
42380,2017-04-01
98354,2017-04-01
90400,2017-04-01
8039,2017-04-01
34781,2017-04-01
69296,2017-04-01
95714,2017-04-01
53271,2017-04-01
85611,2017-04-01
78220,2017-04-01
92190,2017-04-01
14354,2017-04-01
79001,2017-04-01
53994,2017-04-01
10006,2017-04-01
47089,2017-04-01
69785,2017-04-01
69400,2017-04-01
91321,2017-04-01
56486,2017-04-01
58498,2017-04-01
41389,2017-04-01
48855,2017-04-01
29612,2017-04-01
85160,2017-04-01
80168,2017-04-01
34696,2017-04-01
32041,2017-04-01
61527,2017-04-01
35075,2017-04-01
42622,2017-04-01
48754,2017-04-01
23462,2017-04-01
30467,2017-04-01
40309,2017-04-01
41818,2017-04-01
42131,2017-04-01
83543,2017-04-01
6858,2017-04-01
95695,2017-04-01
31567,2017-04-01
43315,2017-04-01
21874,2017-04-01
56298,2017-04-01
82293,2017-04-01
24608,2017-04-01
924,2017-04-01
10702,2017-04-01
16015,2017-04-01
86854,2017-04-01
44911,2017-04-01
49361,2017-04-01
71962,2017-04-01
27070,2017-04-01
92366,2017-04-01
7310,2017-04-01
92015,2017-04-01
13489,2017-04-01
46025,2017-04-01
82136,2017-04-01
54730,2017-04-01
66309,2017-04-01
12519,2017-04-01
50295,2017-04-01
29244,2017-04-01
78077,2017-04-01
32054,2017-04-01
290,2017-04-01
98610,2017-04-01
63084,2017-04-01
82364,2017-04-01
30925,2017-04-01
52948,2017-04-01
95060,2017-04-01
29899,2017-04-01
9527,2017-04-01
83934,2017-04-01
64225,2017-04-01
31496,2017-04-01
69009,2017-04-01
89782,2017-04-01
20718,2017-04-01
88332,2017-04-01
72333,2017-04-01
79941,2017-04-01
26399,2017-04-01
58117,2017-04-01
82216,2017-04-01
96390,2017-04-01
89046,2017-04-01
818,2017-04-01
74294,2017-04-01
19843,2017-04-01
79212,2017-04-01
81191,2017-04-01
94668,2017-04-01
67170,2017-04-01
41678,2017-04-01
36194,2017-04-01
73079,2017-04-01
16404,2017-04-01
77338,2017-04-01
41044,2017-04-01
82222,2017-04-01
76842,2017-04-01
96722,2017-04-01
9266,2017-04-01
82818,2017-04-01
58334,2017-04-01
24043,2017-04-01
32198,2017-04-01
77342,2017-04-01
52058,2017-04-01
89289,2017-04-01
38231,2017-04-01
35240,2017-04-01
88413,2017-04-01
88531,2017-04-01
81208,2017-04-01
45007,2017-04-01
79179,2017-04-01
84986,2017-04-01
67026,2017-04-01
36621,2017-04-01
25486,2017-04-01
31819,2017-04-01
87503,2017-04-01
34842,2017-04-01
8216,2017-04-01
30430,2017-04-01
79607,2017-04-01
32285,2017-04-01
62857,2017-04-01
27796,2017-04-01
26407,2017-04-01
93168,2017-04-01
82037,2017-04-01
60054,2017-04-01
92579,2017-04-01
70805,2017-04-01
90055,2017-04-01
42816,2017-04-01
77212,2017-04-01
27480,2017-04-01
50313,2017-04-01
16534,2017-04-01
77507,2017-04-01
494,2017-04-01
83403,2017-04-01
57028,2017-04-01
95842,2017-04-01
25704,2017-04-01
89145,2017-04-01
59345,2017-04-01
17048,2017-04-01
48473,2017-04-01
16971,2017-04-01
82025,2017-04-01
16491,2017-04-01
61499,2017-04-01
83111,2017-04-01
52624,2017-04-01
26585,2017-04-01
17951,2017-04-01
72578,2017-04-01
88022,2017-04-01
77075,2017-04-01
17018,2017-04-01
85563,2017-04-01
82591,2017-04-01
30056,2017-04-01
91138,2017-04-01
52689,2017-04-01
46347,2017-04-01
24116,2017-04-01
4661,2017-04-01
40550,2017-04-01
22324,2017-04-01
37157,2017-04-01
65277,2017-04-01
52425,2017-04-01
5492,2017-04-01
74123,2017-04-01
53922,2017-04-01
74194,2017-04-01
15898,2017-04-01
91743,2017-04-01
9064,2017-04-01
80495,2017-04-01
60116,2017-04-01
93384,2017-04-01
73737,2017-04-01
81171,2017-04-01
32021,2017-04-01
60950,2017-04-01
31522,2017-04-01
34374,2017-04-01
84292,2017-04-01
68239,2017-04-01
33128,2017-04-01
42280,2017-04-01
84946,2017-04-01
2211,2017-04-01
25774,2017-04-01
23435,2017-04-01
97832,2017-04-01
15247,2017-04-01
78698,2017-04-01
75626,2017-04-01
59788,2017-04-01
78494,2017-04-01
21616,2017-04-01
24111,2017-04-01
89992,2017-04-01
39909,2017-04-01
70269,2017-04-01
69799,2017-04-01
76938,2017-04-01
36907,2017-04-01
98166,2017-04-01
67115,2017-04-01
40135,2017-04-01
19322,2017-04-01
89905,2017-04-01
36135,2017-04-01
53261,2017-04-01
6913,2017-04-01
54183,2017-04-01
12748,2017-04-01
95428,2017-04-01
59986,2017-04-01
27685,2017-04-01
29215,2017-04-01
72081,2017-04-01
58462,2017-04-01
7068,2017-04-01
31165,2017-04-01
5673,2017-04-01
6649,2017-04-01
13850,2017-04-01
83204,2017-04-01
49375,2017-04-01
40223,2017-04-01
74459,2017-04-01
36767,2017-04-01
86793,2017-04-01
19820,2017-04-01
23054,2017-04-01
97623,2017-04-01
38848,2017-04-01
75627,2017-04-01
50931,2017-04-01
90967,2017-04-01
8090,2017-04-01
8667,2017-04-01
57084,2017-04-01
2065,2017-04-01
53753,2017-04-01
49175,2017-04-01
73114,2017-04-01
40933,2017-04-01
39683,2017-04-01
92873,2017-04-01
46438,2017-04-01
97422,2017-04-01
49644,2017-04-01
18244,2017-04-01
34500,2017-04-01
49578,2017-04-01
68715,2017-04-01
45009,2017-04-01
86084,2017-04-01
85112,2017-04-01
22727,2017-04-01
30753,2017-04-01
94073,2017-04-01
95942,2017-04-01
4413,2017-04-01
10060,2017-04-01
55149,2017-04-01
75928,2017-04-01
75695,2017-04-01
72658,2017-04-01
32718,2017-04-01
67595,2017-04-01
67858,2017-04-01
5518,2017-04-01
53752,2017-04-01
41879,2017-04-01
98002,2017-04-01
31719,2017-04-01
28497,2017-04-01
74848,2017-04-01
38346,2017-04-01
65997,2017-04-01
90893,2017-04-01
74328,2017-04-01
67901,2017-04-01
73089,2017-04-01
13970,2017-04-01
32830,2017-04-01
58059,2017-04-01
62403,2017-04-01
84530,2017-04-01
85757,2017-04-01
13647,2017-04-01
82748,2017-04-01
5717,2017-04-01
48643,2017-04-01
70148,2017-04-01
36901,2017-04-01
16540,2017-04-01
52226,2017-04-01
51912,2017-04-01
98622,2017-04-01
88919,2017-04-01
63177,2017-04-01
53285,2017-04-01
87845,2017-04-01
29514,2017-04-01
28490,2017-04-01
3330,2017-04-01
56161,2017-04-01
60770,2017-04-01
94632,2017-04-01
54229,2017-04-01
86699,2017-04-01
73412,2017-04-01
34899,2017-04-01
81037,2017-04-01
40248,2017-04-01
3900,2017-04-01
56600,2017-04-01
78736,2017-04-01
59880,2017-04-01
57998,2017-04-01
18979,2017-04-01
46759,2017-04-01
23365,2017-04-01
36221,2017-04-01
77010,2017-04-01
2964,2017-04-01
69228,2017-04-01
67240,2017-04-01
93073,2017-04-01
57859,2017-04-01
83122,2017-04-01
9294,2017-04-01
57903,2017-04-01
89403,2017-04-01
66052,2017-04-01
21072,2017-04-01
46579,2017-04-01
62506,2017-04-01
52169,2017-04-01
80536,2017-04-01
86634,2017-04-01
38732,2017-04-01
56257,2017-04-01
84194,2017-04-01
4696,2017-04-01
80362,2017-04-01
17870,2017-04-01
20023,2017-04-01
78733,2017-04-01
92417,2017-04-01
7100,2017-04-01
60262,2017-04-01
97296,2017-04-01
22807,2017-04-01
48663,2017-04-01
34991,2017-04-01
7715,2017-04-01
42665,2017-04-01
84817,2017-04-01
32039,2017-04-01
50435,2017-04-01
68835,2017-04-01
38493,2017-04-01
71761,2017-04-01
78945,2017-04-01
55365,2017-04-01
53638,2017-04-01
48633,2017-04-01
81210,2017-04-01
